Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
Uzbekistan,UZB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2290.38132978901
Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,23.4216570959803
Vanuatu,VUT,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Vanuatu,VUT,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Vanuatu,VUT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Vanuatu,VUT,Gini index (World Bank estimate),SI.POV.GINI,..
Vanuatu,VUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2854.00034641625
"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,33.3205702624568
"Venezuela, RB",VEN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Venezuela, RB",VEN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Venezuela, RB",VEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Venezuela, RB",VEN,Gini index (World Bank estimate),SI.POV.GINI,..
"Venezuela, RB",VEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Vietnam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,305.08156867804
Vietnam,VNM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Vietnam,VNM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Vietnam,VNM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.52674
Vietnam,VNM,Gini index (World Bank estimate),SI.POV.GINI,..
Vietnam,VNM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1852.96303732618
Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,306.48
Virgin Islands (U.S.),VIR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Virgin Islands (U.S.),VIR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Virgin Islands (U.S.),VIR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Virgin Islands (U.S.),VIR,Gini index (World Bank estimate),SI.POV.GINI,..
Virgin Islands (U.S.),VIR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,29290.7849834333
West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,740.000830564784
West Bank and Gaza,PSE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
West Bank and Gaza,PSE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
West Bank and Gaza,PSE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
West Bank and Gaza,PSE,Gini index (World Bank estimate),SI.POV.GINI,..
West Bank and Gaza,PSE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2724.41452900114
"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,52.7204594958047
"Yemen, Rep.",YEM,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
"Yemen, Rep.",YEM,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
"Yemen, Rep.",YEM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Yemen, Rep.",YEM,Gini index (World Bank estimate),SI.POV.GINI,..
"Yemen, Rep.",YEM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,643.164001955252
Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,22.6713945573656
Zambia,ZMB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Zambia,ZMB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Zambia,ZMB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Zambia,ZMB,Gini index (World Bank estimate),SI.POV.GINI,..
Zambia,ZMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1660.76114487421
Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,36.8017190125372
Zimbabwe,ZWE,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Zimbabwe,ZWE,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Zimbabwe,ZWE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Zimbabwe,ZWE,Gini index (World Bank estimate),SI.POV.GINI,44.3
Zimbabwe,ZWE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1263.32132215801
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,36.6698042509624
Arab World,ARB,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Arab World,ARB,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Arab World,ARB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Arab World,ARB,Gini index (World Bank estimate),SI.POV.GINI,..
Arab World,ARB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6454.45957130071
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,94.8527104795683
East Asia & Pacific,EAS,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
East Asia & Pacific,EAS,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
East Asia & Pacific,EAS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.36257161455444
East Asia & Pacific,EAS,Gini index (World Bank estimate),SI.POV.GINI,..
East Asia & Pacific,EAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9972.64680776367
Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,127.351000451892
Euro area,EMU,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Euro area,EMU,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Euro area,EMU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.1944376987026
Euro area,EMU,Gini index (World Bank estimate),SI.POV.GINI,..
Euro area,EMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,40262.4113221332
Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,33.330235971966
Europe & Central Asia,ECS,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Europe & Central Asia,ECS,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Europe & Central Asia,ECS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.96892018609933
Europe & Central Asia,ECS,Gini index (World Bank estimate),SI.POV.GINI,..
Europe & Central Asia,ECS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,25864.5176076533
European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,111.62313331474
European Union,EUU,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
European Union,EUU,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
European Union,EUU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.16645829048118
European Union,EUU,Gini index (World Bank estimate),SI.POV.GINI,..
European Union,EUU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,35890.0801917154
Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,31.6649404813693
Latin America & Caribbean,LCN,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Latin America & Caribbean,LCN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Latin America & Caribbean,LCN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.713357337838224
Latin America & Caribbean,LCN,Gini index (World Bank estimate),SI.POV.GINI,..
Latin America & Caribbean,LCN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9527.90563074187
Middle East & North Africa,MEA,Population density (people per sq. km of land area),EN.POP.DNST,39.3154160837346
Middle East & North Africa,MEA,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Middle East & North Africa,MEA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Middle East & North Africa,MEA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Middle East & North Africa,MEA,Gini index (World Bank estimate),SI.POV.GINI,..
Middle East & North Africa,MEA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7802.18527733289
North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,19.8230935896869
North America,NAC,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
North America,NAC,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
North America,NAC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.72796879064586
North America,NAC,Gini index (World Bank estimate),SI.POV.GINI,..
North America,NAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,53165.3249123143
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,375.730175506376
South Asia,SAS,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
South Asia,SAS,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
South Asia,SAS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.621568754650504
South Asia,SAS,Gini index (World Bank estimate),SI.POV.GINI,..
South Asia,SAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1790.92124914745
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,49.4367679749432
Sub-Saharan Africa,SSF,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
Sub-Saharan Africa,SSF,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
Sub-Saharan Africa,SSF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Sub-Saharan Africa,SSF,Gini index (World Bank estimate),SI.POV.GINI,..
Sub-Saharan Africa,SSF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1679.77463254029
OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,37.7919367502269
OECD members,OED,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..
OECD members,OED,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..
OECD members,OED,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.50828122582418
OECD members,OED,Gini index (World Bank estimate),SI.POV.GINI,..
OECD members,OED,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,38226.5516435933
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/15/2020,,,,
